* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 94.17 mm
* f(s)= 73.448 Hz
* R(e)= 7.8842 Ohms
* Z(max)= 45.506 Ohms
* Q(ms)= 2.5746
* Q(es)= 0.53955
* Q(ts)= 0.44607
* V(as)= 5.3964 liters     (0.19057 cubic feet)
* L(e)= 0.27399 mH
* n(0)= 0.37786 %
* SPL= 87.873 1W/1m
* M(ms)= 5.9282 grams
* C(ms)= 0.792 mm/N
* BL= 6.3228 
* K(r)= 0.23026 
* X(r)= 0.37563 
* K(i)= 0.0032802 
* X(i)= 0.75456 
*
*
Freq            Impedance       Phase
2048.000    	10.379    	20.087    
2108.011    	10.421    	20.713    
2169.780    	10.472    	21.296    
2233.360    	10.533    	21.996    
2298.802    	10.590    	22.699    
2366.162    	10.679    	23.428    
2435.496    	10.784    	24.212    
2506.862    	10.904    	24.908    
2580.318    	11.050    	25.531    
2655.927    	11.182    	26.079    
2733.752    	11.318    	26.697    
2813.857    	11.492    	27.292    
2896.309    	11.705    	27.751    
2981.178    	11.928    	27.907    
3068.533    	12.092    	27.734    
3158.448    	12.164    	27.653    
3250.997    	12.234    	27.875    
3346.259    	12.325    	28.116    
3444.312    	12.394    	28.282    
3545.238    	12.415    	28.635    
3649.121    	12.450    	29.293    
3756.049    	12.533    	30.119    
3866.109    	12.673    	30.983    
3979.395    	12.869    	31.722    
4096.000    	13.070    	32.226    
4216.022    	13.263    	32.766    
4339.561    	13.482    	33.166    
4466.720    	13.681    	33.539    
4597.605    	13.908    	33.922    
4732.325    	14.181    	34.118    
4870.992    	14.408    	33.757    
5013.723    	14.434    	33.495    
5160.637    	14.419    	33.910    
5311.855    	14.497    	34.704    
5467.504    	14.667    	35.458    
5627.714    	14.860    	36.071    
5792.619    	15.067    	36.656    
5962.355    	15.301    	37.223    
6137.066    	15.561    	37.639    
6316.896    	15.786    	37.954    
6501.995    	16.014    	38.335    
6692.518    	16.249    	38.638    
6888.623    	16.422    	38.962    
7090.476    	16.657    	39.553    
7298.242    	16.931    	39.925    
7512.097    	17.162    	40.272    
7732.218    	17.413    	40.738    
7958.790    	17.684    	41.161    
8192.000    	17.970    	41.638    
8432.044    	18.303    	42.024    
8679.122    	18.627    	42.254    
8933.439    	18.909    	42.486    
9195.209    	19.188    	42.818    
9464.649    	19.497    	43.182    
9741.985    	19.829    	43.494    
10027.447    	20.159    	43.736    
10321.273    	20.473    	43.983    
10623.710    	20.788    	44.300    
10935.008    	21.132    	44.614    
11255.428    	21.494    	44.915    
11585.238    	21.860    	45.157    
11924.711    	22.213    	45.399    
12274.132    	22.579    	45.685    
12633.791    	22.971    	45.916    
13003.989    	23.341    	46.162    
13385.035    	23.734    	46.434    
13777.247    	24.136    	46.686    
14180.951    	24.546    	46.938    
14596.485    	24.975    	47.184    
15024.194    	25.411    	47.410    
15464.437    	25.857    	47.621    
15917.579    	26.312    	47.825    
16384.000    	26.773    	48.020    
16864.088    	27.240    	48.211    
17358.243    	27.701    	48.393    
17866.879    	28.153    	48.569    
18390.418    	28.598    	48.743    
18929.299    	29.027    	48.905    
19483.969    	29.439    	49.065    
20054.893    	29.823    	49.249    
20642.546    	30.146    	49.474    
